CustServCalls,RoamMins,Recommendations,DataUsage,MonthlyCharge,Churn_Probability,Churn_Signals,AccountWeeks,DayCalls
2,17.6,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,58.0,0.8996681493997264,high_churn_probability: Model predicts high likelihood of churn,70,98
3,11.5,No action needed,0.0,46.0,0.0100475676720761,None detected,93,93
0,10.9,No action needed,0.31,45.1,0.0194935620641279,None detected,93,89
3,4.7,No action needed,0.0,50.0,0.0126031886879299,None detected,120,80
1,13.0,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,66.0,0.9354613426845926,high_churn_probability: Model predicts high likelihood of churn,136,121
0,7.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.4,52.0,0.0345795534406578,low_tenure: New or short-tenure customer,106,121
3,12.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,45.0,0.0190804717187256,low_tenure: New or short-tenure customer,81,116
1,10.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.75,71.5,0.0144545697265114,high_cost: High charges in MonthlyCharge,127,114
1,4.4,No action needed,0.0,47.0,0.0184934397073033,None detected,65,112
2,8.9,No action needed,0.32,49.2,0.0169210729047192,None detected,35,113
2,13.8,No action needed,0.0,26.0,0.0377343887088272,None detected,88,97
1,2.7,No action needed,0.0,57.0,0.0163449769036557,None detected,65,111
3,7.7,No action needed,0.0,56.0,0.0122795009152952,None detected,123,85
2,9.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.59,73.9,0.0166554777163221,high_cost: High charges in MonthlyCharge,126,78
4,13.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.59,102.9,0.1906458333333333,high_cost: High charges in MonthlyCharge,104,136
0,11.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.21,93.1,0.0178965724490791,high_cost: High charges in MonthlyCharge,45,84
0,10.5,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.0,65.0,0.7490598845598846,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,93,109
1,11.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.97,88.7,0.2342106719376588,high_cost: High charges in MonthlyCharge,63,110
3,13.5,No action needed,0.25,55.5,0.0175405547068054,None detected,100,96
0,10.9,No action needed,0.0,48.0,0.0153709542939113,None detected,53,97
1,9.0,No action needed,0.0,50.0,0.1010241111048992,None detected,92,140
5,10.2,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,41.0,0.9728365120311244,high_churn_probability: Model predicts high likelihood of churn,139,106
2,9.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.43,69.3,0.0245434781496276,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,110,103
3,9.8,No action needed,0.31,33.1,0.0165235310325247,None detected,110,117
0,10.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.31,28.1,0.0192660459540053,low_tenure: New or short-tenure customer,215,148
1,9.4,No action needed,0.0,47.0,0.0099832867913529,None detected,73,86
0,12.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,45.0,0.0176570994196994,low_tenure: New or short-tenure customer,138,89
2,12.3,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,35.0,0.4255323812345919,low_tenure: New or short-tenure customer,137,95
1,8.4,No action needed,0.25,61.5,0.0789512567557244,None detected,36,77
3,7.1,No action needed,0.0,54.0,0.0224086315896923,None detected,85,81
0,9.4,No action needed,0.0,57.0,0.0287614156472985,None detected,108,99
0,9.5,No action needed,0.0,33.0,0.0210221933004592,None detected,22,107
0,11.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,3.0,49.0,0.0232907732738619,low_tenure: New or short-tenure customer,107,102
0,10.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,50.0,0.0140138910150622,low_tenure: New or short-tenure customer,51,94
4,9.2,No action needed,0.0,49.0,0.0924770301531872,None detected,94,85
2,11.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.19,81.9,0.0373009447248859,high_cost: High charges in MonthlyCharge,119,114
4,13.9,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,3.75,74.5,0.7834117002063985,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,33,99
4,14.4,No action needed,0.0,50.0,0.0177602070416405,None detected,106,91
3,9.1,No action needed,0.0,55.0,0.0147989917637515,None detected,82,90
0,9.5,No action needed,2.57,65.7,0.0091809072028087,None detected,86,101
0,10.9,No action needed,0.28,50.8,0.2135432888989107,None detected,97,117
4,14.1,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.81,85.1,0.1330359352318711,high_cost: High charges in MonthlyCharge,106,126
1,9.8,No action needed,0.0,39.0,0.0147116906053456,None detected,108,122
1,14.5,No action needed,0.29,38.9,0.0260622443085589,None detected,114,118
1,10.4,No action needed,0.0,26.0,0.5153708118305059,None detected,92,111
1,8.7,No action needed,0.0,47.0,0.0169997303795734,None detected,59,79
1,6.7,No action needed,1.81,64.1,0.0109674713858486,None detected,24,110
1,15.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,36.0,0.0418530562414046,low_tenure: New or short-tenure customer,151,88
1,11.5,No action needed,0.0,43.0,0.0208300988834303,None detected,117,103
1,12.5,No action needed,0.51,53.1,0.0170923446674004,None detected,78,110
2,8.3,No action needed,0.0,62.0,0.3084903299057243,None detected,155,55
1,11.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.08,88.8,0.009511966121579,high_cost: High charges in MonthlyCharge,114,79
4,8.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.27,77.7,0.0604458518836969,high_cost: High charges in MonthlyCharge,114,94
3,13.5,No action needed,0.0,38.0,0.0273021084253816,None detected,119,89
0,4.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,1.22,40.2,0.0126892900090055,low_tenure: New or short-tenure customer,64,104
2,9.9,No action needed,0.0,43.0,0.275802052184434,None detected,118,123
0,14.6,No action needed,0.0,55.0,0.0164864588665685,None detected,101,105
1,7.7,No action needed,0.0,39.0,0.0321111823817466,None detected,117,121
3,8.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.16,78.6,0.0125280396492652,high_cost: High charges in MonthlyCharge,49,78
3,13.0,No action needed,0.0,53.0,0.0165612368294239,None detected,139,104
1,10.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.7,70.0,0.0089177946204657,high_cost: High charges in MonthlyCharge,92,90
3,9.8,No action needed,0.0,58.0,0.0226433517140228,None detected,83,103
0,11.1,No action needed,0.0,55.0,0.1365014708212613,None detected,148,88
2,6.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,1.76,60.6,0.2637244363169829,low_tenure: New or short-tenure customer,144,96
2,10.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.94,81.4,0.0146203426720324,high_cost: High charges in MonthlyCharge,131,85
3,10.5,No action needed,0.0,54.0,0.1165527062933051,None detected,146,135
2,13.0,No action needed,0.42,49.2,0.008483724371924,None detected,143,97
2,10.4,No action needed,0.13,53.3,0.0140245478698236,None detected,81,93
1,12.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.29,82.9,0.0170957329632959,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,48,115
1,9.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.43,87.3,0.0191664836791199,high_cost: High charges in MonthlyCharge,86,74
3,6.7,No action needed,0.0,50.0,0.0093525734971824,None detected,71,108
2,15.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,4.21,83.1,0.0203027601620543,high_cost: High charges in MonthlyCharge,145,90
2,8.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,46.0,0.0153600031693536,low_tenure: New or short-tenure customer,137,122
2,14.5,No action needed,0.27,55.7,0.0497660781452376,None detected,137,88
0,14.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,47.0,0.0200294359687186,low_tenure: New or short-tenure customer,167,88
1,5.3,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,74.0,0.977722222222222,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,89,95
0,8.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.16,79.6,0.0289366919376378,high_cost: High charges in MonthlyCharge,199,121
0,9.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,28.0,0.0135516995471478,low_tenure: New or short-tenure customer,132,110
1,5.9,No action needed,0.0,47.0,0.0124260144173761,None detected,94,112
5,10.3,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,2.78,67.8,0.8285287572085359,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,96,93
1,9.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.65,67.5,0.0157546101041722,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,96,86
1,9.5,No action needed,0.29,52.9,0.0126375673026752,None detected,166,115
2,10.1,No action needed,0.2,38.0,0.0157958385166944,None detected,74,83
0,11.9,No action needed,0.34,46.4,0.0193883693219504,None detected,36,117
4,6.6,No action needed,0.0,56.0,0.0322666595582981,None detected,113,129
1,6.6,No action needed,0.0,48.0,0.0115038782388363,None detected,94,98
2,11.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,39.0,0.0128910371503413,low_tenure: New or short-tenure customer,67,80
1,5.9,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.26,70.6,0.9094857434187236,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,127,106
0,11.2,No action needed,0.0,59.0,0.6166821585162647,None detected,121,108
1,9.1,No action needed,0.0,52.0,0.0352971375079475,None detected,158,106
1,10.3,No action needed,0.34,41.4,0.0151576178160596,None detected,136,117
2,9.1,No action needed,0.0,61.0,0.1311427465612014,None detected,196,109
1,8.5,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,70.0,0.987322222222222,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,113,111
4,11.4,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,69.0,0.9608333333333332,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,122,99
0,11.4,No action needed,0.29,52.9,0.0265293962333314,None detected,112,101
3,8.9,No action needed,0.0,61.0,0.2914350040390979,None detected,209,128
1,13.2,No action needed,0.0,61.0,0.2071410187062346,None detected,62,109
1,9.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.62,83.2,0.0125335436855049,high_cost: High charges in MonthlyCharge,110,102
0,10.9,No action needed,0.0,50.0,0.0174502745777555,None detected,16,69
0,9.8,No action needed,0.0,40.0,0.0166096285079052,None detected,73,136
0,18.9,No action needed,0.0,39.0,0.0498607932948196,None detected,128,99
1,12.4,No action needed,0.23,39.3,0.060962354474245,None detected,39,158
2,7.7,No action needed,2.08,64.8,0.0122048281390932,None detected,103,105
3,7.6,No action needed,2.05,62.5,0.0158877248916689,None detected,119,66
3,5.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.35,71.5,0.0730000070575025,high_cost: High charges in MonthlyCharge,173,96
2,9.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.54,80.4,0.4252079831467786,high_cost: High charges in MonthlyCharge,128,81
0,6.2,No action needed,0.0,52.0,0.0166813350660626,None detected,86,79
1,12.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.48,71.8,0.0215150029756711,high_cost: High charges in MonthlyCharge,114,79
0,10.0,No action needed,0.0,46.0,0.0197664289198311,None detected,104,107
1,11.3,No action needed,0.0,36.0,0.0253054317771789,None detected,148,134
3,13.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,49.0,0.0061752620408949,low_tenure: New or short-tenure customer,129,91
0,7.1,No action needed,1.92,48.2,0.0170920499807681,None detected,100,104
1,11.4,No action needed,3.08,60.8,0.0559936946221487,None detected,121,95
1,9.5,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.57,86.7,0.010375092272813,high_cost: High charges in MonthlyCharge,143,109
0,12.5,No action needed,0.0,53.0,0.0225889739103587,None detected,76,130
0,14.4,No action needed,0.14,57.4,0.0166326550377842,None detected,158,97
3,7.9,No action needed,0.24,62.4,0.092616360519524,None detected,116,98
1,9.5,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,68.0,0.9727230929989548,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,54,83
7,12.2,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.3,42.0,0.9744104402630618,high_churn_probability: Model predicts high likelihood of churn,86,121
0,9.3,No action needed,0.0,52.0,0.0208040569064085,None detected,108,99
1,7.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,48.0,0.0084438172859756,low_tenure: New or short-tenure customer,66,95
