Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn_Probability,Churn_Prediction,Risk_Level,Churn_Signals,Recommendations
0,146,1,0,0.0,1,206.3,151,48.0,7.43,6.1,0.030887297697551656,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,92,1,1,3.27,2,243.1,92,92.7,10.69,12.1,0.013442681504024914,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,185,1,1,2.03,1,189.8,126,67.3,8.17,7.5,0.061718895033882865,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,148,1,0,0.39,1,202.0,102,59.9,12.16,10.9,0.013398343453516743,0,low,None detected,No action needed
0,94,1,1,3.46,1,170.1,124,80.6,9.67,12.8,0.029905510121464366,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,32,1,0,0.0,0,230.9,87,56.0,9.37,6.3,0.06729886717280459,0,low,None detected,No action needed
0,68,1,0,0.0,1,237.1,105,60.0,11.18,13.2,0.042811115453716055,0,low,None detected,No action needed
0,64,1,1,2.86,2,182.1,91,74.6,8.49,10.6,0.022536260164946316,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,25,1,0,0.14,3,119.3,87,40.4,10.58,10.5,0.013850284938436213,0,low,None detected,No action needed
0,65,1,0,0.0,1,116.8,87,36.0,8.95,14.1,0.05923747135326339,0,low,None detected,No action needed
0,179,1,0,0.0,0,219.2,92,50.0,7.47,6.1,0.009794680216988896,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,94,1,0,0.0,2,252.6,104,58.0,8.45,11.1,0.032021408114945936,0,low,None detected,No action needed
0,62,1,0,0.0,0,147.1,91,42.0,9.52,12.2,0.02094981353748428,0,low,None detected,No action needed
0,127,1,0,0.0,2,202.1,103,54.0,11.47,11.5,0.018888759241812346,0,low,None detected,No action needed
0,116,1,0,0.23,3,173.5,93,48.3,9.71,16.2,0.012866940882278076,0,low,None detected,No action needed
0,70,1,0,0.0,3,232.1,122,65.0,14.62,0.0,0.42372367737472083,0,medium,None detected,No action needed
0,94,0,1,2.57,4,197.1,125,77.7,10.73,9.5,0.14158649418716743,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,126,1,0,0.0,5,58.2,94,22.0,6.94,11.9,0.9685714285714286,1,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,67,1,1,2.67,2,115.6,111,66.7,11.89,9.9,0.014520166319116658,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,19,1,0,0.14,2,186.1,98,55.4,12.72,14.6,0.015509968205039025,0,low,None detected,No action needed
0,170,0,0,0.0,3,259.9,68,66.0,12.25,8.4,0.5396125948463468,1,high,None detected,No action needed
0,73,1,0,0.0,1,214.3,145,60.0,13.43,10.8,0.07312754436977156,0,low,None detected,No action needed
0,106,1,0,0.0,1,158.7,74,33.0,3.22,10.2,0.015070110114872547,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,93,1,0,0.19,2,271.6,71,67.9,11.47,10.9,0.5971243796752418,1,high,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,164,1,0,0.27,1,160.6,111,44.7,8.16,9.0,0.010352388914320044,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,51,1,0,0.0,1,232.4,109,56.0,9.37,9.1,0.01982394383817561,0,low,None detected,No action needed
0,107,1,0,0.0,0,133.8,85,39.0,9.03,8.9,0.024550264778741334,0,low,None detected,No action needed
0,130,1,0,0.35,1,176.9,109,41.5,4.54,9.5,0.0107231037392346,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,80,1,0,0.0,2,209.9,74,53.0,9.76,8.8,0.014031788284622948,0,low,None detected,No action needed
0,94,1,0,0.22,0,137.5,118,43.2,10.16,13.4,0.0189305329797501,0,low,None detected,No action needed
0,118,1,1,2.57,1,289.5,52,89.7,8.33,9.5,0.01036532960103356,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,117,1,1,1.84,1,198.1,86,67.4,8.85,6.8,0.009446857539084206,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,78,1,0,0.0,0,149.7,119,41.0,9.11,9.7,0.028886368569555475,0,low,None detected,No action needed
1,208,1,0,0.33,2,326.5,67,74.3,8.82,10.7,0.6504444444444444,1,high,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,131,0,1,3.73,4,292.9,101,104.3,9.99,13.8,0.4419230769230769,0,medium,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,63,1,0,0.0,0,83.0,64,30.0,8.85,13.0,0.038091436837612284,0,low,None detected,No action needed
0,53,1,1,3.54,3,145.7,146,79.4,11.03,13.1,0.08194705444229652,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,62,1,0,0.0,2,182.3,101,59.0,16.41,11.2,0.047001274566890815,0,low,None detected,No action needed
0,97,1,0,0.0,3,218.0,86,53.0,9.2,6.4,0.010353331662461582,0,low,None detected,No action needed
0,105,1,0,0.0,2,140.6,109,40.0,8.93,6.8,0.0111883930191333,0,low,None detected,No action needed
0,157,1,0,0.0,1,152.7,105,48.0,12.88,9.4,0.01901339569658406,0,low,None detected,No action needed
0,66,1,1,3.27,1,106.7,76,68.7,10.49,12.1,0.041992462881642066,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,122,1,0,0.0,2,243.8,98,49.0,4.2,13.7,0.020902596929863678,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,38,1,0,0.0,3,194.4,94,49.0,9.34,10.8,0.010172139696160955,0,low,None detected,No action needed
0,106,1,0,0.0,3,213.9,95,50.0,7.6,12.2,0.012739888907571129,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,99,1,0,0.0,3,217.2,112,58.0,12.34,15.8,0.020024153161324363,0,low,None detected,No action needed
0,99,1,0,0.0,1,241.1,72,55.0,7.78,11.6,0.042354272589105735,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,144,0,0,0.0,0,203.5,100,56.0,12.38,11.9,0.17273819072587446,0,low,None detected,No action needed
0,82,1,1,2.89,1,155.2,131,76.9,12.23,10.7,0.011420563592905515,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,86,1,1,3.29,1,167.6,139,71.9,5.65,12.2,0.026507416272473834,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
1,70,0,0,0.0,2,226.7,98,58.0,11.41,17.6,0.8996681493997264,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,93,1,0,0.0,3,179.3,93,46.0,8.93,11.5,0.010047567672076117,0,low,None detected,No action needed
0,93,1,0,0.31,0,151.4,89,45.1,9.32,10.9,0.019493562064127952,0,low,None detected,No action needed
0,120,1,0,0.0,3,180.0,80,50.0,11.21,4.7,0.012603188687929933,0,low,None detected,No action needed
1,136,1,0,0.0,1,250.2,121,66.0,13.36,13.0,0.9354613426845926,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,106,1,0,0.4,0,223.0,121,52.0,5.51,7.1,0.03457955344065784,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,81,1,0,0.0,3,183.6,116,45.0,7.63,12.2,0.01908047171872567,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,127,1,1,2.75,1,166.0,114,71.5,8.73,10.2,0.014454569726511433,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,65,1,0,0.0,1,136.1,112,47.0,13.65,4.4,0.0184934397073033,0,low,None detected,No action needed
0,35,1,0,0.32,2,149.3,113,49.2,12.11,8.9,0.01692107290471929,0,low,None detected,No action needed
0,88,1,0,0.0,2,65.4,97,26.0,8.41,13.8,0.03773438870882721,0,low,None detected,No action needed
0,65,1,0,0.0,1,213.4,111,57.0,11.73,2.7,0.016344976903655745,0,low,None detected,No action needed
0,123,1,0,0.0,3,206.9,85,56.0,12.24,7.7,0.012279500915295241,0,low,None detected,No action needed
0,126,1,1,2.59,2,186.2,78,73.9,9.48,9.6,0.01665547771632212,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,104,1,1,3.59,4,280.2,136,102.9,11.03,13.3,0.1906458333333333,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,45,1,1,3.21,0,196.6,84,93.1,15.66,11.9,0.01789657244907916,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,93,0,0,0.0,0,312.0,109,65.0,6.47,10.5,0.7490598845598846,1,critical,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,63,0,1,2.97,1,199.0,110,88.7,14.57,11.0,0.2342106719376588,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,100,1,0,0.25,3,203.1,96,55.5,10.85,13.5,0.017540554706805475,0,low,None detected,No action needed
0,53,1,0,0.0,0,168.8,97,48.0,11.02,10.9,0.015370954293911354,0,low,None detected,No action needed
0,92,0,0,0.0,1,173.1,140,50.0,12.02,9.0,0.10102411110489927,0,low,None detected,No action needed
1,139,1,0,0.0,5,134.4,106,41.0,10.57,10.2,0.9728365120311244,1,critical,high_churn_probability: Model predicts high likelihood of churn,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach
0,110,1,1,2.43,2,202.6,103,69.3,5.94,9.0,0.024543478149627665,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
0,110,1,0,0.31,3,74.5,117,33.1,10.04,9.8,0.016523531032524737,0,low,None detected,No action needed
0,215,1,0,0.31,0,83.6,148,28.1,6.05,10.7,0.01926604595400536,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,73,1,0,0.0,1,192.2,86,47.0,8.43,9.4,0.009983286791352956,0,low,None detected,No action needed
0,138,1,0,0.0,0,220.2,89,45.0,4.42,12.9,0.017657099419699448,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
1,137,0,0,0.0,2,135.1,95,35.0,6.71,12.3,0.42553238123459197,0,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,36,1,0,0.25,1,253.4,77,61.5,9.12,8.4,0.07895125675572444,0,low,None detected,No action needed
0,85,1,0,0.0,3,225.0,81,54.0,8.85,7.1,0.02240863158969234,0,low,None detected,No action needed
1,108,1,0,0.0,0,198.5,99,57.0,13.39,9.4,0.028761415647298554,0,low,None detected,No action needed
0,22,1,0,0.0,0,110.3,107,33.0,8.33,9.5,0.02102219330045927,0,low,None detected,No action needed
0,107,1,1,3.0,0,60.0,102,49.0,5.11,11.1,0.02329077327386199,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,51,1,0,0.0,0,214.8,94,50.0,7.49,10.2,0.014013891015062216,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,94,1,0,0.0,4,181.8,85,49.0,10.12,9.2,0.09247703015318726,0,low,None detected,No action needed
0,119,1,1,3.19,2,154.0,114,81.9,13.9,11.8,0.03730094472488594,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
1,33,1,1,3.75,4,157.4,99,74.5,5.9,13.9,0.7834117002063985,1,critical,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support
0,106,1,0,0.0,4,207.9,91,50.0,8.6,14.4,0.017760207041640518,0,low,None detected,No action needed
0,82,1,0,0.0,3,207.0,90,55.0,11.65,9.1,0.014798991763751532,0,low,None detected,No action needed
0,86,1,1,2.57,0,119.0,101,65.7,11.5,9.5,0.009180907202808794,0,low,None detected,No action needed
0,97,0,0,0.28,0,143.7,117,50.8,13.65,10.9,0.21354328889891072,0,low,None detected,No action needed
0,106,1,1,3.81,4,165.9,126,85.1,10.83,14.1,0.13303593523187116,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,108,1,0,0.0,1,138.6,122,39.0,8.62,9.8,0.014711690605345657,0,low,None detected,No action needed
0,114,1,0,0.29,1,84.7,118,38.9,12.5,14.5,0.026062244308558937,0,low,None detected,No action needed
1,92,0,0,0.0,1,62.6,111,26.0,9.03,10.4,0.5153708118305059,1,high,None detected,No action needed
0,59,1,0,0.0,1,155.2,79,47.0,11.77,8.7,0.016999730379573464,0,low,None detected,No action needed
0,24,1,1,1.81,1,164.9,110,64.1,10.47,6.7,0.010967471385848655,0,low,None detected,No action needed
0,151,1,0,0.0,1,134.5,88,36.0,7.16,15.4,0.04185305624140466,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,117,1,0,0.0,1,143.3,103,43.0,10.57,11.5,0.020830098883430365,0,low,None detected,No action needed
0,78,1,0,0.51,1,168.3,110,53.1,11.06,12.5,0.017092344667400457,0,low,None detected,No action needed
0,155,1,0,0.0,2,262.4,55,62.0,9.73,8.3,0.30849032990572434,0,medium,None detected,No action needed
0,114,1,1,3.08,1,206.2,79,88.8,13.0,11.4,0.009511966121579084,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,114,1,1,2.27,4,225.8,94,77.7,9.65,8.4,0.06044585188369693,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,119,1,0,0.0,3,138.3,89,38.0,8.53,13.5,0.02730210842538169,0,low,None detected,No action needed
0,64,1,1,1.22,0,94.4,104,40.2,6.81,4.5,0.012689290009005564,0,low,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,118,0,0,0.0,2,160.0,123,43.0,8.77,9.9,0.275802052184434,0,medium,None detected,No action needed
0,101,1,0,0.0,0,206.6,105,55.0,11.25,14.6,0.01648645886656854,0,low,None detected,No action needed
0,117,1,0,0.0,1,134.7,121,39.0,9.0,7.7,0.03211118238174661,0,low,None detected,No action needed
0,49,1,1,2.16,3,214.4,78,78.6,11.76,8.0,0.012528039649265264,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,139,1,0,0.0,3,192.8,104,53.0,11.72,13.0,0.01656123682942394,0,low,None detected,No action needed
0,92,1,1,2.7,1,151.1,90,70.0,9.74,10.0,0.008917794620465774,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,83,1,0,0.0,3,221.4,103,58.0,11.59,9.8,0.022643351714022885,0,low,None detected,No action needed
0,148,0,0,0.0,0,218.9,88,55.0,10.4,11.1,0.1365014708212613,0,low,None detected,No action needed
1,144,1,1,1.76,2,189.8,96,60.6,6.17,6.5,0.26372443631698295,0,medium,low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints
0,131,1,1,2.94,2,192.7,85,81.4,11.3,10.9,0.014620342672032436,0,low,high_cost: High charges in MonthlyCharge,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%
0,146,0,0,0.0,3,204.4,135,54.0,10.96,10.5,0.11655270629330516,0,low,None detected,No action needed
0,143,1,0,0.42,2,172.3,97,49.2,8.7,13.0,0.008483724371924031,0,low,None detected,No action needed
0,81,1,0,0.13,2,198.4,93,53.3,10.55,10.4,0.01402454786982367,0,low,None detected,No action needed
0,48,1,1,3.29,1,211.7,115,82.9,8.0,12.2,0.017095732963295914,0,low,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities
